user_id,max_streak_length
317161,1
317638,1
320177,1
320910,1
321891,1
322196,1
324286,1
324581,1
324834,1
324876,1
325275,1
326217,1
327462,1
327787,1
327935,1
327987,1
328185,1
328305,1
328941,1
328958,1
329150,1
329281,1
329771,1
330251,1
332256,1
332489,1
332505,1
333153,1
333415,1
333799,1
333831,1
334631,1
334846,1
335626,1
336370,1
337180,1
337191,1
337297,1
337520,1
337697,1
338613,1
338873,1
338997,1
339245,1
339431,1
339940,1
340405,1
340547,1
340703,1
340911,1
341055,1
341098,1
341362,1
342738,1
342844,1
343143,1
343239,1
343478,1
344012,1
344042,1
344320,1
344440,1
345101,1
345164,1
345455,1
345571,1
345730,1
345798,1
345821,1
346530,1
346702,1
346780,1
347016,1
347189,1
347610,1
348047,1
348286,1
349020,1
349113,1
349168,1
349213,1
349278,1
349553,1
349886,1
349901,1
351050,1
351231,1
351584,1
351692,1
352057,1
352143,1
352235,1
352603,1
353141,1
353143,1
353423,1
353681,1
354412,1
355038,1
355087,1
355129,1
355269,1
357582,1
357608,1
357718,1
357772,1
358440,1
360625,1
360875,1
361057,1
361345,1
361901,1
362168,1
362379,1
362726,1
364237,1
364472,1
364623,1
365070,1
365212,1
365886,1
366483,1
367222,1
367890,1
368565,1
369564,1
369831,1
369928,1
370157,1
371586,1
371838,1
372049,1
372085,1
372298,1
372757,1
373953,1
374075,1
374459,1
374544,1
376670,1
378114,1
378199,1
378205,1
379845,1
379886,1
381196,1
382414,1
383415,1
384408,1
384500,1
385506,1
385600,1
389317,1
389493,1
389976,1
390876,1
392015,1
392650,1
392863,1
393753,1
393909,1
395576,1
395578,1
395845,1
396480,1
396845,1
397155,1
397540,1
397778,1
398080,1
400949,1
401162,1
401598,1
401774,1
403012,1
405271,1
405784,1
406616,1
406770,1
406973,1
